2;landmark_spawn;3004.39;9.50;1357.22;0.08;0
4;landmark_spawn;3061.42;9.50;1480.87;5.91;0
9;landmark_spawn;3031.29;9.50;1525.67;5.96;0
16;landmark_spawn;2835.62;9.50;1494.21;3.83;0
64;landmark_spawn;3014.50;9.50;1572.29;-0.23;0
70;landmark_spawn;3093.83;9.50;1500.71;0.43;0
126;landmark_spawn;2788.82;9.50;1560.28;0.43;0
219;landmark_spawn;3386.69;9.50;1641.49;6.08;0
266;landmark_spawn;3610.40;9.50;1247.31;-0.09;0
282;landmark_spawn;4986.24;9.50;1247.42;-0.50;0
358;landmark_spawn;1652.14;9.50;1556.54;0.42;0
433;landmark_spawn;4022.64;9.50;1092.78;-0.05;0
500;landmark_spawn;2128.07;9.50;500.48;0.26;0
608;landmark_spawn;4624.74;9.50;1323.66;0.07;0
797;landmark_spawn;3253.71;9.50;1345.36;2.09;0
1035;landmark_spawn;4664.15;9.50;1177.28;-0.07;0
1;arms_factory;2949.00;9.50;1357.00;5.06;0
1;arms_factory;2952.00;9.50;1362.00;0.48;0
1;arms_factory;2951.00;9.50;1357.00;5.15;0
1;arms_factory;2954.00;9.50;1365.00;1.55;0
1;arms_factory;2947.00;9.50;1356.00;2.15;0
1;arms_factory;2952.00;9.50;1365.00;4.33;0
1;industrial_complex;2947.00;9.50;1369.00;3.94;0
1;industrial_complex;2948.00;9.50;1361.00;5.05;0
1;industrial_complex;2947.00;9.50;1365.00;2.64;0
1;industrial_complex;2948.00;9.50;1358.00;5.27;0
1;industrial_complex;2948.00;9.50;1360.00;4.76;0
1;industrial_complex;2946.00;9.50;1363.00;5.24;0
1;air_base;2952.00;9.50;1363.00;5.97;0
1;supply_node;2947.00;9.50;1356.00;3.82;0
1;supply_node;2951.00;9.50;1369.00;3.22;0
1;supply_node;2945.00;9.50;1366.00;0.00;0
1;bunker;2953.00;9.50;1365.00;5.72;0
1;bunker;2951.00;9.50;1357.00;6.28;0
1;bunker;2947.00;9.50;1362.00;2.16;0
1;coastal_bunker;2946.00;9.50;1353.00;-1.57;0
1;coastal_bunker;2941.00;9.50;1370.00;-2.60;0
1;coastal_bunker;2953.00;9.50;1361.00;1.11;0
1;stronghold_network;2949.00;9.50;1358.00;2.26;0
1;dockyard;2950.00;9.50;1352.00;-1.57;0
1;anti_air_building;2946.00;9.50;1363.00;4.92;0
1;anti_air_building;2948.00;9.50;1361.00;1.99;0
1;anti_air_building;2943.00;9.50;1364.00;0.57;0
1;synthetic_refinery;2945.00;9.50;1364.00;0.56;0
1;fuel_silo;2953.00;9.50;1365.00;2.97;0
1;radar_station;2948.00;9.50;1365.00;1.22;0
1;naval_supply_hub;2952.00;9.50;1375.00;-3.14;0
1;naval_supply_hub;2951.00;9.50;1355.00;-1.57;0
1;naval_supply_hub;2942.00;9.50;1367.00;-1.37;0
1;naval_headquarters;2945.00;9.50;1355.00;-1.57;0
1;naval_headquarters;2955.00;9.50;1365.00;1.11;0
1;naval_headquarters;2940.00;9.50;1368.00;-1.37;0
1;nuclear_reactor_spawn;2944.00;9.50;1357.00;4.55;0
1;special_project_facility_spawn;2947.00;9.50;1366.00;0.69;0
1;special_project_facility_spawn;2949.00;9.50;1360.00;3.98;0
1;special_project_facility_spawn;2953.00;9.50;1371.00;5.82;0
1;rocket_site_spawn;2947.00;9.50;1356.00;4.58;0
1;naval_base_spawn;2952.00;9.50;1373.00;-3.14;5555
1;naval_base_spawn;2942.00;9.50;1365.00;-1.37;5579
1;naval_base_spawn;2944.00;9.50;1359.00;-1.57;5579
1;floating_harbor;2939.00;9.50;1356.00;1.57;3838
1;floating_harbor;2961.26;9.50;1363.87;-2.03;9851
1;floating_harbor;2933.14;9.50;1363.63;-4.51;11804
2;arms_factory;3011.00;9.50;1363.00;5.15;0
2;arms_factory;2993.00;9.50;1372.00;1.55;0
2;arms_factory;3007.00;9.50;1368.00;2.15;0
2;arms_factory;3005.00;9.50;1368.00;4.33;0
2;arms_factory;2999.00;9.50;1363.00;3.94;0
2;arms_factory;3016.00;9.50;1351.00;5.05;0
2;industrial_complex;3003.00;9.50;1369.00;2.64;0
2;industrial_complex;3017.00;9.50;1354.00;5.27;0
2;industrial_complex;3008.00;9.50;1358.00;4.76;0
2;industrial_complex;3015.00;9.50;1363.00;5.24;0
2;industrial_complex;2998.00;9.50;1359.00;5.97;0
2;industrial_complex;2997.00;9.50;1361.00;2.40;0
2;air_base;3021.00;9.50;1354.00;3.77;0
2;supply_node;3020.00;9.50;1352.00;0.00;0
2;supply_node;2992.00;9.50;1369.00;2.61;0
2;supply_node;3003.00;9.50;1370.00;3.53;0
2;supply_node;3006.00;9.50;1360.00;5.73;0
2;supply_node;2997.00;9.50;1362.00;0.62;0
2;supply_node;3012.00;9.50;1352.00;1.48;0
2;supply_node;3015.00;9.50;1362.00;4.07;0
2;supply_node;3002.00;9.50;1354.00;3.53;0
2;bunker;2990.00;9.50;1370.00;1.96;0
2;bunker;2998.00;9.50;1361.00;4.92;0
2;bunker;3010.00;9.50;1363.00;1.99;0
2;bunker;3022.00;9.50;1348.00;0.57;0
2;bunker;3008.00;9.50;1354.00;0.56;0
2;bunker;3002.00;9.50;1357.00;2.97;0
2;bunker;3008.00;9.50;1370.00;0.21;0
2;bunker;3006.00;9.50;1360.00;2.96;0
2;coastal_bunker;3011.00;9.50;1348.00;0.54;0
2;coastal_bunker;3021.00;9.50;1347.00;0.20;0
2;coastal_bunker;2987.00;9.50;1367.00;-0.90;0
2;coastal_bunker;2998.00;9.50;1356.00;-0.79;0
2;coastal_bunker;3004.00;9.50;1351.00;0.00;0
2;stronghold_network;3019.00;9.50;1362.00;4.55;0
2;dockyard;2986.00;9.50;1368.00;-0.90;0
2;anti_air_building;3017.00;9.50;1353.00;3.98;0
2;anti_air_building;3005.00;9.50;1358.00;5.82;0
2;anti_air_building;3006.00;9.50;1364.00;4.58;0
2;synthetic_refinery;3005.00;9.50;1365.00;1.18;0
2;fuel_silo;3009.00;9.50;1353.00;5.24;0
2;radar_station;3006.00;9.50;1362.00;1.81;0
2;naval_supply_hub;2993.00;9.50;1361.00;-0.79;0
2;naval_supply_hub;3010.00;9.50;1347.00;0.54;0
2;naval_supply_hub;3004.00;9.50;1352.00;0.00;0
2;naval_supply_hub;3022.00;9.50;1346.00;0.20;0
2;naval_supply_hub;2986.00;9.50;1367.00;-0.90;0
2;naval_headquarters;2994.00;9.50;1361.00;-0.79;0
2;naval_headquarters;3003.00;9.50;1353.00;0.00;0
2;naval_headquarters;3010.00;9.50;1347.00;0.54;0
2;naval_headquarters;2989.00;9.50;1365.00;-0.90;0
2;naval_headquarters;3021.00;9.50;1347.00;0.20;0
2;nuclear_reactor_spawn;3016.00;9.50;1359.00;1.42;0
2;special_project_facility_spawn;3001.00;9.50;1363.00;1.54;0
2;special_project_facility_spawn;2996.00;9.50;1370.00;3.01;0
2;special_project_facility_spawn;3016.00;9.50;1350.00;2.75;0
2;special_project_facility_spawn;3005.00;9.50;1372.00;4.94;0
2;special_project_facility_spawn;3006.00;9.50;1359.00;3.69;0
2;special_project_facility_spawn;3017.00;9.50;1360.00;4.59;0
2;special_project_facility_spawn;3019.00;9.50;1351.00;3.88;0
2;special_project_facility_spawn;3002.00;9.50;1355.00;5.53;0
2;rocket_site_spawn;3008.00;9.50;1359.00;4.45;0
2;naval_base_spawn;3007.00;9.50;1351.00;-0.93;5656
2;naval_base_spawn;3002.00;9.50;1353.00;0.00;5656
2;naval_base_spawn;2998.00;9.50;1356.00;-0.79;5656
2;naval_base_spawn;2986.00;9.50;1367.00;-0.90;5579
2;naval_base_spawn;3022.00;9.50;1346.00;0.20;1452
2;floating_harbor;3022.37;9.50;1340.14;-2.94;923
2;floating_harbor;2981.53;9.50;1360.63;-4.04;6862
2;floating_harbor;2989.05;9.50;1354.05;-3.93;11751
2;floating_harbor;3018.60;9.50;1341.00;-2.60;11846
2;floating_harbor;3002.00;9.50;1345.00;-3.14;13413
3;arms_factory;2915.00;9.50;1448.00;2.15;0
3;arms_factory;2913.00;9.50;1448.00;4.33;0
3;arms_factory;2942.00;9.50;1464.00;3.94;0
3;arms_factory;2915.00;9.50;1445.00;5.05;0
3;arms_factory;2920.00;9.50;1448.00;2.64;0
3;arms_factory;2934.00;9.50;1464.00;5.27;0
3;industrial_complex;2945.00;9.50;1460.00;4.76;0
3;industrial_complex;2945.00;9.50;1462.00;5.24;0
3;industrial_complex;2934.00;9.50;1462.00;5.97;0
3;industrial_complex;2932.00;9.50;1463.00;2.40;0
3;industrial_complex;2938.00;9.50;1464.00;3.77;0
3;industrial_complex;2919.00;9.50;1448.00;2.32;0
3;air_base;2931.00;9.50;1460.00;5.72;0
3;supply_node;2938.00;9.50;1464.00;3.53;0
3;supply_node;2922.00;9.50;1454.00;5.73;0
3;supply_node;2916.00;9.50;1447.00;0.62;0
3;supply_node;2933.00;9.50;1456.00;1.48;0
3;supply_node;2949.00;9.50;1462.00;4.07;0
3;bunker;2932.00;9.50;1461.00;2.26;0
3;bunker;2915.00;9.50;1449.00;1.96;0
3;bunker;2937.00;9.50;1463.00;4.92;0
